timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-80,-1896,-640,34,23,14
5,-40,-1904,-664,32,26,18
10,-72,-1872,-664,32,29,21
15,-64,-1896,-656,31,30,24
20,-40,-1920,-648,34,32,28
25,-80,-1912,-648,34,34,32
30,-56,-1888,-640,38,35,37
35,-96,-1920,-664,43,38,40
40,-56,-1912,-680,50,38,42
45,-48,-1888,-640,55,36,46
50,-32,-1920,-656,60,37,49
55,-48,-1912,-632,65,36,53
60,-56,-1912,-632,69,37,55
65,-48,-1928,-608,73,38,56
70,-48,-1912,-600,78,38,58
75,-56,-1912,-656,86,40,56
80,-80,-1872,-720,96,43,55
85,-80,-1944,-608,107,45,51
90,-104,-1936,-648,118,34,34
95,-136,-1904,-640,125,18,18
100,-160,-1896,-608,132,14,1
105,-280,-1912,-640,147,25,-46
110,-40,-1880,-632,160,36,-69
115,-64,-1928,-640,155,40,-62
120,-56,-1920,-656,155,54,-60
125,-64,-1928,-600,165,62,-57
130,-24,-1896,-512,174,62,-55
135,-40,-1904,-632,180,64,-55
140,-72,-1856,-592,181,66,-56
145,-48,-1856,-616,176,64,-53
150,-56,-1816,-624,159,63,-46
155,-64,-1816,-608,135,64,-39
160,-56,-1824,-608,103,67,-30
165,-80,-1832,-584,70,73,-27
170,-64,-1848,-608,48,68,-25
175,-112,-1824,-592,24,61,-21
180,-88,-1840,-584,0,60,-21
185,-88,-1880,-600,-28,57,-20
190,-80,-1864,-600,-50,59,-20
195,-104,-1856,-600,-59,62,-22
200,-96,-1896,-600,-58,62,-23
205,-104,-1928,-592,-53,56,-22
210,-80,-1920,-592,-39,45,-21
215,-88,-1920,-600,-23,36,-18
220,-112,-1888,-672,-19,28,-15
225,-200,-1800,-992,-54,28,-5
230,-96,-1896,-568,-203,51,-2
235,-80,-1992,-568,-233,60,-17
240,-64,-2032,-536,-184,50,-17
245,-88,-2048,-584,-114,39,-18
250,-64,-2024,-600,-42,25,-18
255,-96,-1944,-624,21,17,-19
260,-80,-1904,-648,60,14,-21
265,-72,-1904,-624,76,18,-20
270,-48,-1880,-640,74,19,-21
275,-56,-1880,-632,59,21,-19
280,-64,-1880,-600,36,22,-21
285,-48,-1872,-608,14,22,-21
290,-32,-1864,-608,-2,22,-21
295,-64,-1896,-608,-16,23,-22
300,-32,-1856,-616,-24,24,-25
305,-40,-1880,-616,-26,27,-25
310,-48,-1880,-584,-25,27,-24
315,-32,-1880,-632,-20,27,-22
320,-32,-1864,-608,-18,31,-23
325,-32,-1888,-648,-20,35,-23
330,-8,-1904,-624,-22,39,-24
335,-32,-1880,-608,-25,41,-24
340,-32,-1904,-576,-22,43,-22
345,-32,-1928,-600,-13,40,-22
350,-16,-1880,-696,-8,43,-22
355,-56,-1904,-640,-10,52,-21
360,-40,-1888,-656,-13,57,-18
365,-40,-1904,-648,-16,63,-20
370,-32,-1928,-664,-22,69,-22
375,-40,-1904,-648,-18,70,-21
380,-48,-1896,-640,-9,67,-21
385,-24,-1928,-624,1,68,-19
390,-56,-1920,-616,12,68,-21
395,-24,-1912,-688,26,63,-18
400,-56,-1896,-680,23,67,-19
405,-112,-1968,-624,16,74,-23
410,-32,-1872,-696,7,80,-27
415,-40,-1888,-656,3,86,-29
420,-80,-1856,-672,6,82,-29
425,-48,-1888,-664,12,76,-28
430,-48,-1912,-672,15,70,-26
435,-32,-1872,-688,8,72,-28
440,-40,-1896,-704,0,75,-31
445,-80,-1904,-696,-14,80,-30
450,-40,-1920,-688,-19,83,-31
455,-96,-1920,-680,-13,78,-29
460,-56,-1840,-632,-2,73,-24
465,-56,-1904,-672,4,65,-23
470,-40,-1904,-672,8,63,-23
475,-64,-1904,-672,11,64,-22
480,-64,-1904,-680,15,66,-21
485,-56,-1904,-656,23,67,-20
490,-40,-1896,-632,31,65,-19
495,-64,-1888,-648,36,63,-17
500,-80,-1896,-672,40,61,-16
505,-40,-1896,-664,39,58,-14
510,-48,-1896,-672,38,57,-13
515,-64,-1888,-656,37,56,-11
520,-40,-1872,-656,36,58,-12
525,-32,-1888,-656,38,59,-11
530,-40,-1896,-632,40,60,-11
535,-32,-1904,-632,42,62,-13
540,-32,-1888,-624,46,61,-15
545,-48,-1880,-592,53,62,-15
550,-40,-1880,-616,53,64,-15
555,-32,-1896,-648,53,69,-18
560,-32,-1896,-624,49,72,-19
565,-16,-1880,-632,49,74,-22
570,-40,-1872,-616,51,73,-21
