timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-88,-2024,-504,-13,76,-2
5,-104,-2032,-504,-14,75,-2
10,-64,-2048,-496,-14,74,-3
15,-88,-2056,-472,-14,74,-3
20,-64,-2016,-496,-14,75,-4
25,-104,-2024,-456,-14,75,-3
30,-88,-2008,-480,-17,74,-3
35,-80,-2040,-496,-16,72,-2
40,-80,-2040,-496,-18,71,-2
45,-104,-2040,-496,-18,74,-1
50,-72,-2040,-504,-19,72,-3
55,-88,-2048,-472,-19,74,-3
60,-104,-2040,-496,-18,75,-2
65,-112,-2040,-496,-19,75,-3
70,-104,-2032,-472,-19,75,-4
75,-96,-2032,-496,-18,74,-2
80,-72,-2048,-488,-17,75,-3
85,-56,-2032,-472,-16,74,-2
90,-96,-2040,-472,-14,71,-2
95,-104,-2048,-504,-14,69,-3
100,-104,-2040,-472,-13,69,-3
105,-96,-2024,-496,-14,67,-1
110,-80,-2024,-488,-13,65,-2
115,-88,-2040,-504,-13,64,-3
120,-88,-2048,-496,-13,63,-4
125,-80,-2032,-480,-13,62,-4
130,-72,-2040,-488,-13,63,-3
135,-96,-2048,-488,-12,64,-4
140,-80,-2040,-480,-13,63,-4
145,-80,-2032,-496,-14,65,-4
150,-96,-2024,-488,-14,65,-4
155,-72,-2024,-472,-13,63,-3
160,-88,-2048,-496,-11,65,-4
165,-80,-2048,-480,-9,62,-3
170,-80,-2032,-480,-8,63,-3
175,-80,-2032,-488,-7,64,-3
180,-120,-2032,-504,-8,65,-4
185,-88,-2024,-472,-10,65,-4
190,-80,-2040,-464,-12,66,-4
195,-72,-2040,-504,-15,65,-6
200,-80,-2040,-472,-19,66,-6
205,-80,-2048,-488,-21,65,-6
210,-104,-2016,-512,-22,66,-6
215,-112,-2024,-488,-22,66,-6
220,-80,-2032,-496,-21,67,-8
225,-88,-2016,-488,-18,68,-8
230,-88,-2032,-496,-16,69,-7
235,-72,-2024,-528,-16,69,-6
240,-80,-2048,-472,-14,70,-8
245,-96,-2000,-504,-16,70,-9
250,-96,-2024,-496,-17,69,-7
255,-96,-2008,-488,-19,69,-8
260,-72,-2040,-496,-19,65,-8
265,-80,-2040,-472,-20,63,-8
270,-80,-2032,-496,-20,60,-8
275,-80,-2048,-488,-19,59,-8
280,-104,-2032,-496,-19,58,-6
285,-80,-2040,-480,-17,57,-6
290,-96,-2072,-472,-17,57,-3
295,-72,-2040,-504,-18,58,-4
300,-64,-2024,-504,-18,58,-4
305,-80,-2040,-480,-18,61,-4
310,-96,-2024,-496,-17,62,-3
315,-72,-2040,-440,-17,63,-2
320,-88,-2040,-480,-17,66,-4
325,-80,-2048,-480,-17,69,-4
330,-80,-2032,-440,-17,70,-4
335,-88,-2040,-472,-16,70,-3
340,-88,-2048,-480,-18,71,-3
345,-80,-2040,-472,-19,69,-4
350,-80,-2040,-496,-18,68,-3
355,-96,-2040,-488,-17,67,-3
360,-96,-2056,-480,-15,66,-5
365,-88,-2048,-480,-11,64,-5
370,-112,-2032,-488,-9,64,-5
375,-80,-2048,-512,-8,63,-6
380,-96,-2048,-504,-8,64,-6
385,-80,-2040,-504,-8,65,-6
390,-80,-2032,-512,-10,65,-5
395,-88,-2032,-504,-11,67,-6
400,-96,-2024,-496,-12,68,-6
405,-80,-2024,-472,-14,70,-5
410,-96,-2016,-504,-14,71,-5
415,-80,-2040,-472,-13,71,-5
420,-88,-2032,-456,-14,70,-5
425,-96,-2032,-488,-12,70,-5
430,-88,-2032,-472,-13,68,-4
435,-64,-2048,-496,-15,65,-2
440,-64,-2016,-488,-16,63,-5
445,-88,-2024,-488,-16,63,-4
450,-88,-2032,-480,-17,62,-3
455,-64,-2040,-496,-17,63,-2
460,-80,-2024,-480,-18,64,-3
465,-80,-2032,-504,-18,65,-3
470,-72,-2024,-496,-19,67,-3
475,-88,-2032,-472,-18,69,-3
480,-96,-2040,-464,-18,69,-3
485,-96,-2024,-480,-18,71,-1
490,-80,-2048,-464,-18,72,-2
495,-80,-2024,-504,-20,74,-3
500,-104,-2032,-488,-21,77,-4
505,-80,-2024,-504,-23,76,-3
510,-88,-2024,-472,-24,75,-5
515,-64,-2024,-472,-24,75,-4
520,-112,-2024,-472,-21,74,-4
525,-88,-2032,-480,-17,72,-5
530,-88,-2040,-480,-16,69,-3
535,-72,-2024,-496,-15,69,-3
540,-96,-2040,-512,-15,70,-5
545,-112,-2024,-488,-15,72,-5
550,-72,-2040,-480,-15,72,-4
555,-64,-2040,-504,-15,73,-4
560,-80,-2008,-496,-14,73,-4
565,-104,-2032,-464,-15,72,-3
570,-80,-2024,-488,-14,71,-4
575,-96,-2040,-488,-13,71,-3
580,-88,-2048,-496,-13,71,-3
585,-96,-2024,-480,-12,72,-4
590,-72,-2040,-464,-12,73,-4
595,-96,-2040,-488,-16,74,-2
600,-80,-2032,-480,-15,75,-4
605,-88,-2024,-512,-18,75,-4
610,-104,-2040,-496,-19,76,-3
615,-96,-2008,-496,-18,74,-1
620,-48,-1976,-488,-20,73,-1
625,-104,-2040,-496,-19,71,-3
630,-56,-2040,-496,-20,70,-2
635,-96,-2024,-496,-21,72,-3
640,-96,-2032,-496,-21,72,-1
645,-88,-2024,-496,-20,74,-1
650,-96,-2032,-472,-19,74,-1
655,-96,-2016,-504,-19,76,0
660,-72,-2032,-456,-20,76,1
665,-88,-2008,-496,-22,76,0
670,-80,-2032,-480,-24,77,0
675,-80,-2024,-488,-24,77,2
680,-104,-2024,-488,-23,77,1
685,-112,-2032,-488,-23,77,2
690,-80,-2024,-496,-24,77,1
695,-72,-2048,-480,-25,77,2
700,-96,-2016,-480,-26,76,2
705,-104,-2024,-504,-26,76,2
710,-80,-2032,-504,-27,76,1
715,-104,-2024,-472,-27,75,0
720,-80,-2032,-504,-27,76,0
725,-104,-2048,-480,-24,77,0
730,-120,-2056,-512,-23,77,0
735,-96,-2016,-504,-22,77,-3
740,-120,-2048,-496,-24,76,-3
745,-96,-2024,-504,-24,77,-3
750,-112,-2024,-488,-24,77,-3
755,-88,-2032,-488,-26,78,-2
760,-96,-2040,-496,-27,78,-2
765,-112,-2016,-504,-28,78,-3
770,-96,-2048,-504,-27,75,-2
775,-80,-2040,-480,-25,75,-2
780,-72,-2040,-488,-23,73,-2
785,-96,-2024,-496,-23,74,-2
790,-72,-2040,-488,-21,75,-1
795,-80,-2016,-512,-21,75,-2
800,-72,-2040,-504,-21,76,-1
805,-72,-2032,-504,-21,77,-2
810,-72,-2016,-504,-22,78,-2
815,-80,-2040,-496,-24,77,-1
820,-88,-2024,-472,-25,76,-2
825,-96,-2024,-496,-26,75,-3
830,-112,-2024,-504,-24,75,-4
835,-88,-2040,-488,-23,76,-3
840,-80,-2016,-568,-21,75,-1
845,-88,-2032,-496,-17,75,-2
850,-80,-2032,-504,-15,75,-1
855,-80,-2032,-496,-13,75,-1
860,-88,-2024,-472,-13,74,-1
865,-104,-2040,-504,-11,74,0
870,-64,-2040,-488,-12,71,-1
875,-104,-2016,-504,-11,69,-1
880,-96,-2048,-496,-11,69,0
885,-72,-2040,-472,-10,66,-1
890,-56,-2040,-480,-11,64,0
895,-72,-2032,-488,-10,63,-1
900,-112,-2040,-480,-10,63,-3
905,-64,-2040,-504,-10,65,-2
910,-72,-2048,-488,-11,66,-2
915,-72,-2040,-496,-13,69,-2
920,-80,-2032,-504,-12,72,-3
925,-96,-2032,-480,-14,71,-1
930,-72,-2032,-480,-15,71,-4
935,-80,-2000,-480,-17,71,-4
940,-72,-2032,-488,-19,72,-4
945,-104,-2008,-472,-20,72,-3
950,-64,-2056,-448,-23,73,-4
955,-88,-2040,-496,-26,75,-4
960,-80,-2032,-472,-27,73,-3
965,-72,-2048,-472,-27,72,-3
970,-88,-2040,-456,-29,71,-2
975,-96,-2040,-512,-27,70,-2
980,-88,-2040,-496,-25,70,-1
985,-96,-2040,-504,-24,73,-1
990,-88,-2040,-504,-22,74,-1
995,-88,-2040,-480,-19,76,-1
1000,-88,-2048,-496,-18,75,0
1005,-96,-2048,-504,-16,76,-2
1010,-88,-2032,-480,-14,76,-3
1015,-88,-2040,-504,-14,76,-3
1020,-80,-2016,-496,-16,78,-3
1025,-104,-2024,-488,-16,78,-3
