timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,152,-1936,408,-4,246,-81
5,176,-1920,448,-5,241,-78
10,160,-1912,456,-5,237,-80
15,160,-1920,416,-7,232,-75
20,152,-1920,448,-8,227,-77
25,136,-1984,480,-6,226,-74
30,176,-1824,352,-4,218,-77
35,152,-1944,432,-2,214,-74
40,160,-1928,456,1,209,-74
45,208,-1856,360,3,204,-71
50,248,-1920,344,5,200,-72
55,184,-1808,312,3,196,-69
60,88,-1912,448,2,191,-70
65,200,-1896,456,0,189,-64
70,72,-1968,448,-2,183,-64
75,184,-1896,424,-2,178,-58
80,176,-1904,424,-3,172,-58
85,152,-1928,464,-3,168,-51
90,168,-1928,440,-2,163,-50
95,168,-1920,464,0,160,-45
100,168,-1928,456,6,156,-43
105,176,-1936,456,10,152,-39
110,160,-1928,464,14,148,-39
115,160,-1920,432,18,144,-34
120,208,-1808,456,21,142,-34
125,152,-1872,512,21,141,-33
130,168,-1928,400,18,140,-34
135,216,-1880,448,14,139,-32
140,144,-1896,472,10,138,-33
145,152,-1912,448,5,135,-31
150,160,-1912,376,-3,133,-33
155,160,-1896,448,-7,128,-31
160,184,-1856,472,-14,123,-32
165,200,-1872,352,-21,120,-29
170,232,-1904,408,-28,113,-29
175,176,-1880,496,-34,106,-27
180,168,-1864,456,-40,100,-29
185,168,-1856,456,-45,93,-25
190,160,-1832,440,-50,86,-25
195,160,-1872,488,-56,81,-23
200,136,-1896,416,-59,75,-24
205,128,-1808,584,-62,68,-20
210,144,-1888,488,-61,62,-21
215,152,-1896,448,-59,58,-16
220,168,-1784,424,-55,54,-17
225,152,-1912,440,-48,50,-13
230,128,-1912,456,-41,46,-11
235,136,-1896,448,-33,45,-7
240,152,-1928,432,-27,40,-8
245,144,-1928,440,-20,38,-3
250,152,-1936,448,-15,37,-2
255,160,-1952,440,-12,32,2
260,136,-1920,456,-11,31,3
265,128,-1920,416,-9,28,8
270,128,-1944,424,-9,25,10
275,144,-1936,456,-9,22,14
280,144,-1920,432,-9,18,17
285,120,-1904,488,-9,15,20
290,144,-1936,472,-9,14,22
295,152,-1928,464,-9,11,25
300,160,-1920,464,-9,10,24
305,160,-1920,440,-10,7,28
310,160,-1912,472,-12,5,29
315,176,-1912,488,-14,0,32
320,168,-1912,440,-14,-5,31
325,184,-1896,456,-16,-14,34
330,160,-1888,456,-20,-19,34
335,160,-1896,488,-22,-26,35
340,160,-1880,472,-25,-32,35
345,160,-1912,440,-27,-37,36
350,168,-1856,472,-28,-42,36
355,176,-1896,472,-30,-47,38
360,168,-1888,472,-33,-51,39
365,184,-1888,440,-34,-56,40
370,160,-1888,432,-36,-60,39
375,152,-1880,464,-38,-65,41
380,160,-1888,432,-41,-68,41
385,176,-1928,448,-47,-72,43
390,168,-1896,416,-52,-74,45
395,160,-1888,424,-57,-76,45
400,168,-1896,408,-62,-78,48
405,152,-1912,424,-63,-82,49
410,168,-1920,424,-65,-85,50
415,176,-1936,440,-65,-88,51
420,136,-1912,432,-65,-92,53
425,144,-1912,432,-62,-95,54
430,160,-1928,432,-61,-99,55
435,152,-1920,424,-61,-101,57
440,168,-1944,424,-59,-103,58
445,152,-1920,432,-56,-101,58
450,176,-1912,448,-52,-102,60
455,184,-1912,416,-48,-102,60
460,160,-1872,384,-45,-102,63
465,160,-1912,416,-39,-104,64
470,168,-1920,448,-36,-106,66
475,168,-1912,384,-35,-109,68
480,160,-1936,448,-31,-112,71
485,152,-1928,424,-32,-114,73
490,144,-1928,424,-33,-120,76
495,136,-1920,440,-33,-124,78
500,168,-1944,440,-31,-132,84
505,160,-1952,440,-29,-139,84
510,152,-1968,432,-23,-147,89
515,152,-1952,440,-19,-155,90
520,176,-1960,424,-15,-163,94
525,160,-1952,432,-13,-173,95
530,144,-1936,432,-11,-181,98
535,168,-1952,408,-10,-186,99
540,136,-1920,400,-10,-193,101
545,168,-1944,392,-12,-199,102
550,176,-1952,424,-15,-202,102
555,176,-1928,384,-20,-204,102
560,152,-1912,424,-24,-205,105
565,144,-1928,416,-29,-207,105
570,128,-1888,424,-30,-208,107
575,144,-1904,400,-30,-209,107
580,152,-1920,424,-30,-212,112
585,152,-1896,408,-27,-213,114
590,160,-1896,424,-26,-216,118
595,136,-1888,400,-25,-219,119
600,160,-1904,440,-25,-222,124
605,168,-1928,424,-27,-225,124
610,144,-1888,440,-27,-229,127
615,160,-1920,432,-26,-232,129
620,136,-1904,416,-26,-237,132
625,144,-1928,416,-27,-241,131
630,144,-1920,416,-25,-246,134
635,128,-1920,416,-23,-250,134
640,152,-1936,392,-22,-255,138
645,136,-1928,392,-20,-258,135
650,136,-1920,400,-18,-261,138
655,144,-1928,384,-18,-264,136
660,160,-1928,376,-17,-265,139
665,160,-1928,400,-17,-267,137
670,152,-1896,408,-19,-270,139
675,184,-1896,424,-20,-273,138
680,160,-1928,400,-20,-274,141
685,144,-1912,400,-20,-278,139
690,160,-1928,408,-20,-279,143
695,144,-1920,392,-21,-283,141
700,152,-1904,416,-21,-288,145
705,152,-1928,400,-19,-290,144
710,176,-1904,400,-20,-292,148
715,184,-1920,376,-18,-295,148
720,184,-1928,392,-15,-297,150
725,176,-1928,416,-15,-297,149
730,176,-1920,416,-13,-298,150
735,200,-1912,416,-11,-298,148
740,192,-1928,424,-6,-296,150
745,208,-1928,416,-6,-295,148
750,192,-1920,392,-3,-292,149
755,192,-1912,392,-2,-290,145
760,208,-1920,392,-1,-285,147
765,224,-1912,400,-1,-282,143
770,216,-1904,400,-4,-279,144
775,224,-1920,400,-8,-275,141
780,240,-1904,424,-11,-270,142
785,192,-1896,464,-13,-265,137
790,232,-1928,392,-17,-263,136
795,216,-1928,432,-18,-257,132
800,216,-1912,400,-21,-254,133
805,232,-1936,432,-22,-250,128
810,224,-1920,440,-22,-247,127
815,240,-1928,448,-23,-244,123
820,216,-1904,384,-22,-238,121
825,232,-1920,416,-22,-234,116
830,224,-1912,416,-20,-230,115
835,232,-1944,400,-20,-226,109
840,224,-1920,432,-21,-223,109
