timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,120,-104,1696,-35,28,-6
5,120,-104,1680,-23,31,-6
10,120,-104,1632,-13,30,-5
15,112,-120,1648,-8,32,-3
20,96,-96,1664,-3,30,-4
25,104,-136,1640,0,29,-2
30,128,-120,1680,0,27,-1
35,120,-120,1664,-1,24,-3
40,112,-104,1648,-5,21,-2
45,104,-120,1680,-7,18,-2
50,88,-80,1688,-10,17,-2
55,128,-88,1664,-15,16,-3
60,136,-104,1704,-19,16,-3
65,128,-112,1696,-22,18,-1
70,104,-104,1720,-27,21,-1
75,128,-96,1704,-31,23,-1
80,104,-104,1704,-38,25,-1
85,128,-104,1696,-44,27,-1
90,120,-96,1696,-48,26,-2
95,120,-112,1712,-50,25,-3
100,120,-112,1688,-52,24,-4
105,136,-136,1728,-53,24,-5
110,112,-120,1664,-52,24,-4
115,112,-120,1680,-50,23,-6
120,88,-120,1704,-47,23,-6
125,104,-120,1696,-45,22,-6
130,112,-136,1680,-42,20,-5
135,104,-120,1704,-42,21,-6
140,96,-160,1680,-41,21,-5
145,112,-120,1688,-44,21,-6
150,120,-96,1656,-45,21,-6
155,120,-120,1680,-49,20,-6
160,112,-104,1688,-47,20,-6
165,104,-104,1696,-50,19,-6
170,104,-104,1672,-49,19,-6
175,120,-120,1664,-47,20,-6
180,104,-136,1680,-45,21,-6
185,80,-120,1664,-42,21,-6
190,104,-112,1680,-37,20,-6
195,96,-104,1664,-36,20,-5
200,112,-112,1656,-33,20,-5
205,96,-88,1640,-33,20,-6
210,96,-112,1648,-35,20,-4
215,120,-112,1672,-37,19,-3
220,96,-96,1712,-42,18,-6
225,104,-120,1656,-46,17,-5
230,80,-104,1712,-48,15,-5
235,96,-112,1672,-50,15,-5
240,112,-120,1704,-51,15,-5
245,88,-120,1680,-51,14,-5
250,144,-128,1680,-49,14,-5
255,104,-120,1688,-48,13,-5
260,96,-144,1656,-44,15,-6
265,112,-112,1712,-39,16,-6
270,104,-144,1672,-38,17,-5
275,96,-104,1704,-36,18,-5
280,120,-112,1704,-33,19,-5
285,88,-104,1664,-32,21,-5
290,88,-112,1672,-28,20,-4
295,112,-104,1672,-29,20,-4
300,96,-120,1680,-29,20,-4
305,112,-88,1688,-28,21,-4
310,88,-96,1640,-27,21,-3
315,120,-120,1712,-28,19,-3
320,88,-104,1680,-29,18,-3
325,120,-88,1680,-32,17,-3
330,104,-104,1688,-34,15,-2
335,104,-112,1664,-35,14,-3
340,128,-96,1688,-37,13,-3
345,136,-104,1656,-37,12,-3
350,120,-120,1696,-38,11,-4
355,120,-80,1680,-38,10,-4
360,96,-96,1696,-39,11,-2
365,104,-104,1656,-37,10,-4
370,112,-128,1696,-38,11,-4
375,112,-112,1688,-38,11,-3
380,120,-120,1696,-39,13,-3
385,120,-112,1696,-39,14,-3
390,120,-112,1664,-40,15,-4
395,88,-120,1664,-40,14,-4
400,104,-112,1696,-40,15,-2
405,112,-112,1656,-38,15,-4
410,128,-96,1664,-38,13,-4
415,96,-120,1680,-37,12,-4
420,112,-104,1664,-35,12,-5
425,104,-96,1680,-36,12,-4
430,120,-80,1712,-36,12,-5
435,96,-88,1696,-39,12,-5
440,112,-112,1648,-39,12,-6
445,104,-96,1656,-41,13,-5
450,88,-112,1664,-44,13,-5
455,128,-112,1648,-44,14,-6
460,72,-104,1688,-45,15,-5
465,128,-96,1672,-48,14,-6
470,112,-120,1656,-49,17,-6
475,104,-88,1664,-50,17,-5
480,120,-112,1688,-48,19,-5
485,136,-112,1672,-45,21,-4
490,88,-128,1696,-43,20,-4
495,96,-88,1696,-41,21,-5
500,120,-112,1680,-40,18,-4
505,120,-104,1672,-40,17,-4
510,104,-96,1680,-38,16,-4
515,96,-96,1688,-37,16,-3
520,112,-88,1656,-39,15,-2
525,104,-88,1680,-40,14,-3
530,112,-112,1720,-40,14,-4
535,112,-88,1664,-39,13,-4
540,104,-88,1656,-39,10,-3
545,128,-88,1680,-40,10,-3
550,112,-104,1688,-38,9,-2
555,112,-80,1664,-40,8,-3
560,88,-104,1688,-41,7,-4
565,96,-104,1688,-40,8,-5
570,120,-80,1680,-42,10,-5
575,80,-88,1688,-41,9,-5
580,96,-96,1688,-38,12,-5
585,96,-96,1672,-36,15,-6
590,80,-104,1656,-34,17,-6
595,96,-120,1672,-35,20,-5
600,128,-112,1672,-37,23,-5
605,104,-112,1680,-40,25,-5
610,120,-120,1672,-43,26,-6
615,128,-96,1688,-46,25,-6
620,88,-120,1696,-51,25,-7
625,88,-152,1720,-51,26,-6
630,112,-144,1728,-46,26,-6
635,120,-136,1704,-35,26,-6
640,136,-136,1696,-22,28,-7
645,136,-112,1664,-9,27,-7
650,96,-112,1640,0,26,-5
655,104,-104,1664,4,24,-6
660,104,-88,1640,1,22,-6
665,96,-96,1664,-1,21,-6
670,104,-88,1672,-6,19,-5
675,112,-88,1664,-11,17,-4
680,112,-88,1648,-17,16,-5
685,104,-120,1688,-21,13,-4
690,112,-80,1640,-25,12,-5
695,136,-88,1688,-24,12,-3
700,104,-88,1672,-24,14,-3
