timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,8,-1992,264,47,31,-17
5,-8,-1968,248,45,31,-17
10,-24,-2008,328,44,30,-18
15,16,-1992,320,40,28,-18
20,48,-1960,296,37,25,-18
25,-8,-1976,296,32,25,-18
30,0,-2000,296,32,21,-17
35,0,-2008,264,37,15,-15
40,8,-2000,232,40,9,-16
45,16,-2032,272,40,13,-18
50,40,-2008,272,39,24,-22
55,-8,-1960,288,38,30,-23
60,24,-1992,280,35,28,-22
65,16,-2000,296,30,24,-20
70,16,-2000,288,27,19,-22
75,0,-2016,272,27,14,-24
80,0,-2016,280,27,9,-26
85,-8,-1976,304,29,6,-29
90,8,-1968,296,29,0,-33
95,-24,-1952,280,28,-4,-37
100,-32,-1968,304,25,-5,-40
105,0,-1976,296,18,-4,-43
110,8,-1976,304,12,-2,-48
115,-24,-1968,296,5,-2,-50
120,-8,-2000,296,0,-4,-53
125,16,-1976,304,-3,-10,-53
130,48,-2000,280,-8,-17,-52
135,8,-1968,320,-13,-22,-52
140,24,-1984,328,-17,-24,-50
145,40,-1984,312,-19,-27,-47
150,40,-1968,296,-21,-29,-46
155,32,-1992,328,-23,-28,-45
160,24,-1984,312,-24,-26,-44
165,40,-1992,304,-25,-23,-42
170,8,-1984,296,-27,-19,-39
175,8,-1984,296,-28,-16,-38
180,0,-2000,352,-27,-12,-38
185,16,-2000,336,-23,-8,-38
190,-16,-2000,328,-21,-2,-38
195,-16,-2000,376,-18,2,-38
200,-8,-2024,384,-17,2,-37
205,-32,-1992,360,-16,3,-35
210,-32,-1984,376,-19,3,-37
215,-16,-2024,392,-23,2,-37
220,-16,-1960,368,-25,9,-38
225,-32,-2000,392,-27,16,-41
230,-16,-2000,368,-28,23,-44
235,-16,-1960,376,-31,29,-49
240,-48,-1944,368,-37,28,-50
245,-32,-1952,352,-45,26,-53
250,-48,-1944,328,-55,23,-55
255,-40,-1976,344,-63,19,-55
260,-56,-1968,392,-71,12,-55
265,-56,-1960,360,-77,3,-54
270,-56,-1984,360,-84,-6,-55
275,-72,-1968,376,-91,-14,-54
280,-72,-1984,352,-96,-23,-52
285,-80,-1968,336,-100,-34,-50
290,-96,-1968,344,-105,-46,-49
295,-104,-1960,344,-111,-59,-45
300,-104,-1960,344,-118,-72,-45
305,-112,-1944,336,-127,-85,-39
310,-88,-1984,328,-136,-96,-35
315,-88,-1992,312,-145,-109,-33
320,-80,-1968,304,-152,-120,-28
325,-88,-1976,336,-159,-126,-28
330,-96,-1968,304,-161,-133,-27
335,-72,-1952,320,-162,-138,-28
340,-112,-1936,312,-158,-145,-25
345,-88,-1960,280,-157,-153,-24
350,-80,-1960,272,-156,-160,-23
355,-64,-1968,288,-152,-166,-24
360,-64,-1968,312,-151,-171,-23
365,-64,-1944,320,-149,-177,-25
370,-48,-1936,296,-150,-183,-28
375,-72,-1912,320,-154,-188,-27
380,-80,-1928,328,-158,-191,-26
385,-48,-1952,312,-164,-194,-25
390,-56,-1952,320,-170,-196,-25
395,-40,-1976,392,-178,-199,-25
400,-64,-1936,328,-187,-201,-23
405,-32,-1960,344,-195,-205,-21
410,-40,-1936,360,-201,-210,-19
415,-32,-1960,336,-207,-215,-19
420,-32,-1960,368,-211,-222,-17
425,-40,-1944,352,-214,-227,-17
430,-32,-1976,344,-214,-232,-16
435,-40,-1984,344,-216,-241,-19
440,-40,-1992,360,-219,-246,-21
445,-72,-1976,352,-219,-250,-21
450,-72,-2000,352,-220,-253,-23
455,-88,-2000,360,-219,-256,-27
460,-96,-1976,360,-217,-261,-30
465,-40,-2008,360,-213,-268,-32
470,-48,-2008,352,-207,-278,-33
475,-64,-1976,336,-200,-287,-36
480,-64,-1992,344,-194,-294,-37
485,-80,-1960,328,-189,-299,-41
490,-72,-1968,296,-186,-306,-43
495,-112,-1960,320,-184,-315,-45
500,-96,-1976,296,-182,-325,-47
505,-96,-2000,288,-179,-336,-48
510,-72,-2024,328,-175,-347,-50
515,-88,-2016,272,-163,-355,-53
520,-64,-2016,264,-152,-361,-56
525,-112,-2008,264,-137,-364,-60
530,-96,-1992,272,-123,-368,-63
535,-128,-1984,264,-116,-374,-66
540,-104,-1968,232,-114,-381,-71
545,-88,-1960,216,-120,-389,-74
550,-112,-1952,200,-131,-393,-78
555,-128,-1936,184,-144,-392,-82
560,-88,-1960,160,-155,-390,-86
565,-64,-1976,152,-164,-392,-88
570,-40,-1992,168,-171,-397,-95
575,-32,-1976,88,-179,-402,-102
580,-16,-1992,80,-185,-408,-109
585,16,-2016,64,-193,-413,-119
590,48,-1960,64,-204,-418,-131
595,24,-1968,72,-218,-415,-143
600,56,-1960,64,-236,-411,-152
605,72,-1920,56,-252,-403,-164
610,88,-1912,32,-266,-393,-177
615,160,-1960,-8,-279,-380,-185
620,176,-1920,48,-290,-366,-193
625,184,-1896,56,-300,-349,-199
630,200,-1928,32,-309,-331,-202
635,208,-1952,72,-314,-313,-203
640,208,-1968,72,-315,-300,-197
645,224,-2008,112,-311,-291,-188
650,232,-2000,128,-299,-286,-177
655,280,-2032,136,-282,-277,-169
660,288,-2056,176,-267,-270,-158
665,248,-2064,184,-248,-266,-148
670,248,-2080,160,-230,-267,-142
675,256,-2112,168,-214,-268,-135
680,256,-2096,192,-197,-265,-125
685,248,-2128,216,-181,-264,-111
690,224,-2128,224,-164,-266,-99
695,224,-2120,232,-152,-271,-89
700,200,-2144,224,-138,-274,-85
705,176,-2112,192,-120,-276,-85
710,160,-2104,184,-99,-275,-91
715,160,-2120,216,-82,-276,-96
720,152,-2072,160,-74,-279,-101
725,176,-2072,144,-80,-281,-106
730,160,-2064,120,-92,-283,-113
735,136,-2072,120,-102,-285,-114
740,136,-2064,80,-111,-292,-115
745,120,-2080,72,-119,-300,-114
750,120,-2064,72,-125,-316,-113
755,80,-2048,104,-129,-335,-109
760,120,-2048,80,-130,-356,-107
765,96,-2048,72,-128,-377,-110
770,56,-2080,48,-128,-398,-117
775,48,-2064,48,-128,-420,-124
780,8,-2064,32,-129,-443,-131
785,-24,-2064,-48,-125,-469,-135
790,-16,-2072,-56,-116,-493,-138
795,-24,-2072,-64,-102,-511,-140
800,-48,-2056,-24,-92,-530,-142
805,-64,-2064,32,-77,-557,-141
810,-112,-2080,72,-62,-584,-132
815,-96,-2088,32,-54,-610,-124
820,-120,-2080,112,-53,-638,-115
825,-96,-2088,104,-58,-672,-108
830,-112,-2096,80,-63,-707,-103
835,-80,-2128,112,-70,-742,-98
840,-80,-2152,112,-76,-772,-95
845,-104,-2128,144,-79,-802,-94
850,-80,-2136,128,-72,-831,-98
855,-48,-2184,96,-58,-857,-101
860,-40,-2144,120,-42,-881,-105
865,-16,-2160,128,-32,-903,-112
870,-24,-2168,112,-29,-917,-121
875,32,-2152,152,-26,-926,-129
880,48,-2176,160,-17,-930,-140
885,72,-2168,224,-7,-930,-152
890,80,-2176,184,8,-926,-165
895,80,-2184,232,18,-924,-180
900,104,-2192,224,27,-916,-195
905,88,-2208,248,26,-908,-210
910,72,-2192,288,15,-900,-226
915,104,-2208,312,7,-891,-240
920,96,-2184,320,0,-881,-258
925,128,-2144,352,-3,-868,-269
930,96,-2112,400,-10,-856,-279
935,88,-2080,400,-8,-853,-286
940,112,-2112,424,-3,-856,-295
945,80,-2056,440,-7,-864,-300
950,80,-2064,464,-18,-882,-300
955,72,-2040,472,-23,-900,-298
960,40,-2008,480,-28,-916,-294
965,32,-2016,496,-21,-933,-288
970,24,-2008,496,-5,-951,-285
975,-8,-1992,432,15,-965,-279
980,16,-1968,472,40,-983,-275
985,0,-1936,528,66,-1003,-269
990,24,-1904,512,94,-1027,-263
995,-8,-1896,528,129,-1050,-251
1000,-32,-1848,576,163,-1076,-238
1005,-48,-1856,608,196,-1107,-223
1010,-16,-1824,624,229,-1143,-207
1015,8,-1800,616,259,-1183,-197
1020,40,-1792,616,296,-1224,-187
1025,56,-1776,648,340,-1255,-184
1030,56,-1752,640,382,-1271,-170
1035,96,-1712,656,415,-1278,-150
1040,136,-1720,680,440,-1282,-126
1045,144,-1656,680,466,-1284,-98
1050,120,-1600,656,498,-1286,-77
1055,136,-1544,584,528,-1289,-49
1060,128,-1416,472,546,-1288,-18
1065,192,-1312,336,545,-1279,15
1070,232,-1216,160,522,-1269,52
1075,272,-1112,-88,473,-1256,96
1080,320,-1032,-360,389,-1242,140
1085,296,-944,-672,258,-1228,188
1090,256,-896,-824,70,-1211,237
1095,224,-912,-1088,-171,-1181,281
1100,160,-1064,-1104,-444,-1139,302
1105,176,-1320,-1000,-708,-1097,299
1110,176,-1712,-760,-907,-1074,261
1115,192,-2144,-384,-1011,-1068,178
1120,240,-2440,-32,-1008,-1068,61
1125,288,-2768,272,-881,-1059,-68
1130,320,-2896,352,-698,-1014,-177
1135,296,-2896,200,-517,-926,-231
1140,152,-2680,-96,-393,-811,-234
1145,32,-2752,-352,-365,-685,-206
1150,-184,-2720,-624,-395,-569,-155
1155,-384,-2752,-664,-404,-491,-102
1160,-504,-2712,-576,-347,-472,-46
1165,-480,-2640,-480,-247,-522,24
1170,-368,-2616,-472,-165,-604,101
1175,-216,-2600,-448,-137,-651,172
1180,-144,-2616,-384,-168,-642,239
1185,-64,-2752,-328,-221,-596,300
1190,-8,-2984,-248,-272,-557,358
1195,-16,-3120,-152,-297,-528,410
1200,24,-3312,-168,-275,-519,460
1205,8,-3440,-128,-205,-520,514
1210,48,-3496,-128,-107,-515,570
1215,40,-3456,-64,-7,-501,618
1220,16,-3400,-16,86,-484,652
1225,-32,-3336,0,158,-470,675
1230,-72,-3176,32,194,-471,688
1235,-184,-3064,48,204,-476,689
1240,-232,-2976,56,194,-479,690
1245,-312,-2936,64,175,-477,694
1250,-424,-2864,80,152,-468,702
1255,-536,-2840,72,145,-456,713
1260,-600,-2800,120,147,-456,731
1265,-608,-2808,200,135,-449,735
1270,-600,-2760,184,110,-446,732
1275,-608,-2752,176,80,-469,724
1280,-576,-2696,200,56,-500,717
1285,-544,-2656,200,54,-517,702
1290,-512,-2592,232,70,-527,676
1295,-488,-2520,216,95,-537,644
1300,-440,-2448,208,111,-544,608
1305,-408,-2328,200,107,-549,569
1310,-416,-2248,240,91,-558,530
1315,-472,-2144,280,78,-574,497
1320,-464,-2128,336,75,-597,463
1325,-512,-2056,400,92,-626,446
1330,-544,-1960,456,125,-660,447
1335,-544,-1856,480,176,-698,451
1340,-528,-1736,472,234,-731,452
1345,-520,-1640,488,292,-757,454
1350,-456,-1472,440,347,-773,452
1355,-360,-1328,456,403,-785,444
1360,-272,-1088,400,462,-803,422
1365,-168,-840,376,513,-822,391
1370,-112,-680,304,543,-836,351
1375,-40,-536,232,557,-838,308
1380,0,-392,192,552,-845,254
1385,8,-312,112,533,-858,181
1390,-32,-208,88,515,-874,105
1395,-32,-208,80,516,-892,33
1400,-88,-208,48,520,-932,-59
1405,-224,-200,16,522,-992,-151
1410,-304,-176,-40,528,-1057,-215
1415,-384,-184,-96,534,-1116,-269
1420,-376,-184,-176,538,-1144,-308
1425,-400,-160,-240,538,-1135,-335
1430,-368,-168,-248,519,-1090,-351
1435,-336,-216,-200,491,-1021,-365
1440,-288,-256,-152,465,-930,-364
1445,-80,-400,-80,451,-818,-333
1450,-24,-488,64,460,-707,-337
1455,72,-536,136,502,-583,-321
1460,280,-576,256,571,-453,-286
1465,440,-696,256,658,-349,-274
1470,416,-584,184,743,-296,-285
1475,360,-472,72,806,-298,-296
1480,320,-352,-216,814,-341,-294
1485,256,-280,-584,738,-411,-294
1490,104,-248,-1032,559,-454,-272
1495,88,-312,-1344,261,-442,-201
1500,104,-568,-1680,-145,-395,-101
1505,168,-1048,-1880,-585,-338,16
1510,224,-1744,-1896,-954,-280,141
1515,344,-2704,-1448,-1159,-219,316
1520,504,-3544,-840,-1160,-123,590
1525,624,-4520,136,-942,-17,895
1530,360,-4960,656,-524,-24,1087
1535,-112,-4808,568,10,-174,1103
1540,-456,-4376,136,520,-339,966
1545,-624,-4040,-272,869,-426,694
1550,-776,-3560,-648,967,-427,376
1555,-744,-3272,-704,810,-386,113
1560,-624,-3152,-456,494,-372,-90
1565,-456,-3056,-184,170,-414,-244
1570,-352,-3040,-128,-98,-462,-368
1575,-312,-3032,-136,-304,-514,-476
1580,-328,-3064,-96,-447,-547,-575
1585,-440,-3128,40,-514,-521,-673
1590,-528,-3304,144,-502,-438,-782
1595,-648,-3400,232,-441,-355,-873
1600,-840,-3528,336,-360,-333,-907
1605,-888,-3648,432,-288,-374,-877
1610,-848,-3704,576,-209,-432,-807
1615,-632,-3704,656,-120,-484,-731
1620,-464,-3664,624,-47,-529,-672
1625,-136,-3672,568,-26,-556,-642
1630,176,-3712,528,-64,-561,-638
1635,472,-3744,456,-141,-553,-646
1640,704,-3768,432,-217,-538,-661
1645,856,-3760,464,-267,-513,-690
1650,1016,-3704,496,-285,-475,-736
1655,1072,-3608,512,-293,-418,-784
1660,1088,-3504,448,-310,-355,-822
1665,1024,-3320,424,-344,-303,-860
