timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,176,-2040,-712,-70,28,-4
5,192,-2064,-752,-70,28,-5
10,184,-2048,-736,-68,28,-7
15,192,-2032,-752,-68,28,-5
20,184,-2056,-712,-68,26,-7
25,216,-2056,-736,-71,25,-4
30,200,-2040,-736,-72,23,-5
35,152,-2032,-768,-73,22,-5
40,208,-2048,-768,-77,21,-4
45,192,-2040,-720,-83,20,-3
50,176,-2048,-776,-85,19,-3
55,192,-2056,-744,-85,18,-4
60,168,-2064,-760,-86,16,-5
65,184,-2056,-728,-87,17,-4
70,184,-2088,-856,-87,16,-6
75,200,-2056,-744,-88,16,-4
80,208,-2048,-776,-89,17,-4
85,200,-2064,-784,-91,16,-4
90,184,-2048,-776,-90,15,-5
95,168,-2048,-712,-92,15,-4
100,176,-2056,-760,-92,15,-5
105,168,-2048,-752,-90,14,-4
110,160,-2048,-744,-87,14,-5
115,168,-2064,-784,-85,12,-6
120,200,-2064,-760,-82,14,-4
125,192,-1992,-720,-78,15,-5
130,192,-2064,-776,-74,15,-5
135,192,-2056,-760,-70,15,-7
140,192,-2048,-760,-69,15,-5
145,200,-2056,-768,-64,16,-4
150,200,-2048,-768,-61,16,-4
155,176,-2056,-752,-59,16,-2
160,200,-2032,-752,-59,15,-4
165,208,-2048,-736,-57,15,-3
170,200,-2048,-752,-55,16,-3
175,176,-2032,-744,-53,17,-3
180,200,-2064,-752,-53,18,-3
185,192,-2040,-736,-55,17,-4
190,208,-2056,-768,-57,19,-4
195,168,-2064,-736,-59,19,-5
200,192,-2032,-744,-62,18,-6
205,184,-2040,-776,-66,21,-7
210,168,-2048,-744,-70,22,-6
215,152,-2032,-728,-72,22,-6
220,224,-2048,-768,-71,21,-6
225,184,-2040,-776,-71,20,-5
230,192,-2056,-768,-71,19,-5
235,184,-2072,-792,-73,20,-5
240,208,-2056,-776,-73,20,-5
245,184,-2056,-784,-74,22,-5
250,216,-2048,-776,-75,24,-5
255,200,-2056,-784,-75,24,-4
260,184,-2048,-752,-75,24,-3
265,168,-2048,-752,-74,24,-2
270,192,-2048,-752,-71,23,-1
275,168,-2048,-744,-68,23,1
280,176,-2032,-744,-65,21,-1
285,192,-2064,-760,-65,19,-1
290,184,-2048,-752,-64,19,-1
295,200,-2064,-768,-63,20,-1
300,176,-2048,-776,-64,17,-2
305,176,-2032,-744,-64,16,-1
310,168,-2048,-768,-66,16,0
315,184,-2040,-760,-67,14,-2
320,200,-2040,-776,-68,10,-2
325,192,-2040,-736,-72,8,-2
330,192,-2056,-760,-73,6,-2
335,192,-2048,-760,-78,6,-1
340,176,-2032,-760,-81,5,-1
345,208,-2056,-760,-85,5,-1
350,176,-2048,-744,-88,8,-3
355,168,-2064,-760,-92,8,-4
360,168,-2056,-768,-92,8,-4
365,168,-2048,-736,-92,6,-4
370,176,-2048,-744,-94,6,-6
375,200,-2056,-752,-92,5,-4
380,192,-2096,-784,-92,5,-4
385,168,-2064,-792,-90,4,-5
390,200,-2080,-768,-87,5,-4
395,168,-2064,-776,-83,3,-4
400,192,-2064,-736,-78,3,-5
405,176,-2056,-752,-73,3,-6
410,192,-2048,-792,-69,4,-5
415,184,-2064,-776,-64,3,-4
420,192,-2040,-768,-61,3,-3
425,184,-2048,-744,-58,3,-4
430,216,-2056,-760,-57,5,-4
435,200,-2040,-736,-55,4,-5
440,176,-2048,-768,-54,4,-6
445,184,-2056,-744,-54,3,-3
450,192,-2064,-784,-54,2,-2
455,184,-2056,-784,-54,2,-3
460,208,-2048,-768,-56,2,-3
465,176,-2048,-776,-56,2,-3
470,192,-2040,-784,-57,2,-3
475,216,-2048,-752,-57,1,-4
480,184,-2072,-800,-58,1,-4
485,168,-2040,-760,-60,2,-4
490,200,-2064,-776,-60,2,-4
495,200,-2040,-768,-58,4,-5
500,160,-2048,-776,-58,6,-5
505,192,-2064,-752,-58,9,-5
510,184,-2056,-768,-56,10,-5
515,168,-2040,-768,-55,11,-6
520,192,-2072,-784,-52,11,-6
525,200,-2064,-760,-52,12,-7
530,200,-2048,-752,-53,11,-6
535,184,-2056,-776,-50,10,-6
540,144,-2056,-760,-50,9,-6
545,200,-2016,-760,-52,7,-4
550,176,-2040,-792,-54,6,-3
555,176,-2056,-768,-53,4,-3
560,184,-2048,-784,-53,3,-3
565,216,-2056,-760,-51,1,-3
570,184,-2064,-792,-49,3,-3
575,184,-2048,-768,-48,4,-2
580,224,-2048,-752,-47,5,-3
585,208,-2056,-776,-46,6,-3
590,208,-2040,-736,-43,8,-2
595,192,-2072,-760,-40,10,-3
600,208,-2040,-752,-37,11,-3
605,208,-2080,-744,-32,12,-4
610,232,-2072,-800,-27,13,-4
615,184,-2056,-744,-23,13,-6
620,192,-2056,-752,-20,13,-6
625,176,-2048,-792,-18,14,-6
630,168,-2040,-800,-17,13,-6
635,168,-2048,-752,-18,14,-6
640,168,-2008,-808,-21,14,-6
645,112,-2032,-784,-25,14,-5
650,96,-2040,-800,-31,13,-7
655,104,-2072,-768,-34,4,-7
660,176,-2064,-768,-28,-11,-7
665,232,-2064,-776,-19,-13,-7
670,176,-2048,-768,-18,-7,-7
675,192,-2064,-776,-17,-1,-7
680,208,-2040,-776,-21,3,-6
685,208,-2040,-792,-30,10,-5
690,184,-2032,-784,-43,14,-3
695,200,-2048,-760,-53,16,-2
700,184,-2032,-776,-58,20,-3
705,192,-2048,-768,-60,22,-2
710,168,-2048,-768,-58,23,-4
715,168,-2048,-744,-57,25,-2
720,168,-2040,-768,-57,25,-3
725,168,-2040,-776,-57,24,-3
730,176,-2048,-792,-58,21,-1
735,152,-2048,-784,-58,20,-1
