timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-24,-1936,-696,-8,54,1
5,-40,-1944,-704,-9,52,0
10,-32,-1944,-680,-9,51,2
15,-24,-1968,-696,-9,51,0
20,-24,-1968,-664,-7,51,2
25,-24,-1960,-648,-7,50,0
30,-48,-1944,-704,-6,51,2
35,-32,-1944,-672,-5,51,1
40,-16,-1944,-672,-3,52,2
45,0,-1984,-688,-1,52,0
50,-8,-1936,-704,-3,52,1
55,-40,-1952,-712,-5,52,-1
60,-24,-1944,-696,-5,53,1
65,-24,-1952,-712,-8,53,-2
70,-24,-1952,-680,-12,53,-1
75,-8,-1976,-664,-16,51,-3
80,0,-1960,-696,-18,51,-3
85,-8,-1976,-688,-19,51,-4
90,-32,-1960,-712,-20,53,-1
95,-24,-1944,-736,-20,53,-2
100,-8,-1968,-720,-20,53,0
105,-16,-1960,-680,-19,52,1
110,-40,-1976,-712,-17,53,3
115,-24,-1952,-672,-15,53,2
120,0,-1944,-696,-12,53,2
125,-48,-1920,-696,-11,53,3
130,-32,-1944,-672,-10,52,3
135,-16,-1952,-696,-11,52,1
140,0,-1960,-696,-14,52,1
145,-32,-1960,-696,-19,53,-2
150,-8,-1944,-680,-22,53,-2
155,-8,-1952,-712,-24,51,-4
160,-16,-1944,-704,-26,51,-4
165,-8,-1968,-704,-25,49,-6
170,-32,-1952,-704,-27,48,-7
175,-40,-1976,-704,-26,47,-7
180,-8,-1984,-696,-24,46,-5
185,-16,-1976,-712,-23,45,-4
190,-16,-1944,-672,-18,46,-3
195,0,-1984,-712,-14,47,-4
200,-40,-1968,-696,-7,49,-3
205,-32,-1944,-712,1,51,-3
210,0,-1952,-736,6,53,-3
215,0,-1960,-736,7,51,-2
220,-8,-1936,-720,9,53,-3
225,-16,-1952,-704,8,54,-3
230,0,-1952,-704,3,56,-4
235,-16,-1928,-728,-4,58,-4
240,-24,-1944,-712,-10,60,-5
245,-8,-1944,-712,-16,60,-4
250,-8,-1984,-680,-18,59,-4
255,-8,-1960,-712,-18,59,-3
260,-8,-1968,-712,-16,58,-3
265,-16,-1952,-680,-13,57,-3
270,-16,-1960,-664,-7,60,-3
275,-8,-1960,-720,-2,60,0
280,-24,-1944,-712,3,61,-1
285,-16,-1952,-688,6,62,1
290,-8,-1936,-672,7,66,0
295,-24,-1936,-680,7,67,2
300,48,-1896,-704,4,68,-1
305,-8,-1928,-696,2,68,1
310,-32,-1912,-712,-5,69,-1
315,-40,-1936,-680,-10,68,-2
320,-16,-1928,-704,-16,68,-3
325,-16,-1952,-688,-20,68,0
330,-16,-1928,-704,-25,65,-2
335,-8,-1912,-672,-28,63,1
340,-16,-1920,-704,-30,62,-1
345,-32,-1936,-680,-32,62,3
350,-16,-1952,-688,-35,61,2
355,-24,-1952,-680,-38,62,3
360,-16,-1952,-712,-42,62,0
365,-32,-1960,-696,-44,63,1
370,-16,-1960,-680,-46,65,-1
375,-16,-1976,-696,-47,67,1
380,-32,-1952,-712,-48,68,-1
385,-24,-1960,-712,-48,67,1
390,-24,-1960,-744,-45,66,-2
395,-8,-1952,-704,-40,61,-1
400,-40,-1952,-728,-36,60,-3
405,-16,-1960,-720,-33,60,-1
410,-48,-1944,-720,-29,59,-2
415,-24,-1984,-728,-28,57,2
420,-40,-1984,-696,-25,57,1
425,-24,-1976,-688,-21,58,3
430,-24,-1976,-712,-18,59,1
435,-40,-1968,-712,-12,61,3
440,-40,-1968,-712,-10,62,1
445,-48,-1968,-720,-9,60,3
450,-40,-1952,-720,-8,63,0
455,-24,-1936,-712,-8,63,2
460,-48,-1944,-704,-7,65,1
465,-40,-1936,-696,-9,66,2
470,-24,-1944,-680,-13,67,2
475,-56,-1944,-680,-16,69,4
480,-40,-1944,-672,-19,68,4
485,-16,-1936,-680,-20,69,6
490,-32,-1960,-672,-22,67,3
495,-32,-1944,-696,-23,67,5
500,-24,-1944,-664,-27,65,3
505,-24,-1952,-680,-31,63,4
510,-24,-1928,-672,-35,61,1
515,0,-1944,-696,-39,61,4
520,-24,-1952,-704,-47,61,0
525,-32,-1960,-688,-52,62,2
530,-24,-1968,-720,-59,63,0
535,-32,-1976,-680,-62,64,3
540,-24,-1944,-712,-63,64,1
545,-40,-1944,-720,-59,64,4
550,-40,-1944,-728,-56,64,3
555,-32,-1952,-672,-53,63,5
560,-16,-1968,-696,-48,63,3
565,-32,-1944,-704,-43,63,6
570,-40,-1968,-704,-39,62,3
575,-40,-1944,-704,-36,63,4
580,-24,-1944,-728,-35,61,1
585,-40,-1960,-688,-35,61,3
590,-40,-1936,-680,-37,61,0
595,-40,-1952,-712,-40,61,0
600,-32,-1944,-704,-46,61,0
605,-40,-1944,-696,-51,60,1
610,-32,-1968,-696,-58,57,1
615,-48,-1960,-736,-63,56,2
620,-24,-1936,-704,-65,54,2
625,-24,-1968,-712,-64,53,5
630,-64,-1936,-712,-62,52,4
635,-40,-1936,-696,-57,50,6
640,-48,-1936,-744,-56,51,5
645,-56,-1936,-744,-53,48,5
650,-32,-1976,-704,-50,46,3
655,-16,-1944,-704,-51,45,1
660,-8,-1952,-712,-53,44,-1
665,-16,-1944,-704,-54,45,-1
670,-32,-1936,-704,-57,47,-3
675,-40,-1944,-696,-55,48,-4
680,-8,-1968,-688,-55,49,-5
685,-8,-1968,-688,-52,51,-6
690,-32,-1944,-720,-49,53,-7
695,-40,-1960,-744,-47,55,-5
700,-32,-1960,-720,-43,57,-4
705,-24,-1928,-728,-44,58,-3
710,-40,-1960,-744,-43,58,-2
715,-24,-1952,-704,-41,56,0
720,-24,-1952,-720,-38,53,1
725,-24,-1944,-696,-36,50,0
730,-24,-1920,-688,-35,47,-1
735,-24,-1936,-728,-34,44,-1
740,-32,-1928,-728,-35,41,-1
745,-40,-1944,-720,-39,38,-2
750,-32,-1944,-688,-42,38,-2
755,-32,-1936,-760,-47,38,-3
760,-24,-1960,-744,-51,37,-3
765,-24,-1952,-744,-53,38,-2
770,-40,-1936,-744,-55,38,-2
775,-32,-1952,-712,-56,41,-2
780,-32,-1936,-736,-56,42,-1
785,-24,-1952,-736,-55,41,-1
790,-32,-1952,-720,-52,39,0
795,-32,-1936,-704,-47,40,-1
800,-16,-1952,-704,-43,40,-1
805,-16,-1968,-704,-40,39,-2
810,-16,-1960,-704,-37,40,0
815,-24,-1944,-720,-34,41,-1
820,-8,-1952,-712,-32,42,-1
825,0,-1944,-704,-31,44,-3
830,-16,-1952,-736,-32,45,-1
835,-16,-1928,-728,-37,46,-3
840,-16,-1952,-752,-40,45,-2
845,-8,-1960,-768,-42,44,-3
850,-32,-1936,-752,-44,43,-3
855,0,-1944,-752,-43,43,-3
860,-16,-1928,-760,-42,43,-1
865,-40,-1920,-728,-39,45,-2
870,-32,-1944,-744,-37,44,0
875,-16,-1920,-720,-33,45,0
880,8,-1944,-696,-32,45,3
885,-32,-1928,-704,-31,46,1
890,-8,-1936,-728,-32,47,3
895,-24,-1944,-720,-35,47,0
900,-24,-1944,-728,-39,50,-1
905,-40,-1928,-752,-43,51,-5
910,-40,-1928,-760,-47,53,-3
915,-32,-1944,-744,-49,56,-6
920,-8,-1944,-752,-51,58,-5
925,-32,-1928,-744,-52,58,-7
930,-24,-1944,-752,-51,57,-4
935,-16,-1960,-744,-48,57,-8
940,-32,-1944,-744,-44,56,-5
945,-24,-1952,-728,-40,57,-7
950,-16,-1952,-736,-34,56,-4
955,-24,-1936,-744,-29,57,-5
960,-8,-1944,-728,-24,56,-3
965,-32,-1936,-728,-20,58,-5
970,-32,-1936,-728,-18,59,-3
975,-16,-1928,-736,-17,59,-5
980,-48,-1912,-752,-15,60,-2
985,-24,-1960,-752,-15,60,-6
990,-40,-1920,-696,-17,60,-3
995,-8,-1944,-768,-18,60,-4
1000,-56,-1920,-728,-20,62,-4
1005,-32,-1928,-728,-22,62,-7
1010,-8,-1944,-744,-24,61,-3
1015,-40,-1928,-752,-26,60,-6
1020,-32,-1936,-768,-26,60,-3
1025,-24,-1960,-728,-25,60,-5
1030,-40,-1936,-720,-22,59,-3
1035,-32,-1952,-744,-21,59,-5
1040,-40,-1952,-744,-17,60,-2
1045,-32,-1944,-760,-15,58,-4
1050,-32,-1928,-728,-13,60,-3
1055,-32,-1960,-744,-13,59,-6
1060,-24,-1944,-744,-12,58,-3
1065,0,-1952,-752,-12,59,-6
1070,-8,-1936,-744,-13,62,-4
1075,-24,-1920,-744,-15,61,-6
1080,8,-1944,-696,-16,63,-5
1085,-16,-1920,-752,-18,63,-7
1090,-32,-1944,-728,-20,63,-4
1095,-8,-1928,-728,-19,63,-6
1100,-48,-1936,-752,-17,63,-3
1105,-16,-1944,-744,-16,64,-4
1110,-16,-1976,-744,-15,65,-1
1115,-32,-1952,-736,-13,66,-3
1120,-24,-1952,-720,-11,66,0
1125,-40,-1936,-752,-8,67,-2
1130,-24,-1944,-704,-8,67,0
1135,-32,-1960,-752,-9,65,-3
1140,-32,-1936,-736,-9,63,-1
1145,-48,-1944,-736,-11,61,-3
1150,-24,-1944,-736,-8,61,0
1155,-40,-1952,-736,-6,60,-4
1160,-40,-1960,-744,-6,58,-3
1165,-32,-1936,-744,-4,58,-5
