timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-8,-2016,-448,-13,62,-8
5,-8,-2000,-472,-12,63,-8
10,0,-2016,-472,-13,62,-9
15,0,-2008,-456,-13,59,-7
20,0,-2000,-448,-11,59,-8
25,0,-2024,-448,-9,57,-5
30,-16,-2008,-464,-8,55,-3
35,0,-2016,-464,-9,54,-4
40,-24,-2000,-456,-11,50,-1
45,-32,-2000,-488,-14,47,2
50,-32,-2000,-464,-14,42,5
55,-24,-1984,-464,-10,42,9
60,-16,-2024,-448,-6,42,11
65,-32,-1984,-488,-6,40,16
70,-24,-2008,-456,-13,36,21
75,-32,-1984,-472,-25,31,26
80,-24,-1992,-464,-37,23,29
85,-56,-2000,-496,-48,12,33
90,-48,-2000,-488,-57,1,36
95,-72,-1992,-496,-64,-11,40
100,-96,-1992,-456,-69,-23,42
105,-96,-1976,-496,-73,-34,45
110,-120,-2000,-536,-76,-43,49
115,-136,-1984,-520,-82,-51,53
120,-152,-1992,-536,-91,-59,57
125,-168,-2032,-496,-102,-64,60
130,-176,-2056,-512,-116,-71,62
135,-176,-2096,-536,-127,-76,64
140,-176,-2104,-512,-137,-82,66
145,-160,-2104,-528,-144,-88,64
150,-144,-2088,-504,-144,-93,60
155,-120,-2088,-504,-141,-96,50
160,-88,-2096,-520,-137,-98,42
165,-88,-2080,-456,-128,-100,30
170,-64,-2080,-440,-113,-101,15
175,-32,-2072,-424,-92,-98,2
180,-24,-2072,-432,-69,-89,-10
185,-8,-2032,-416,-49,-75,-24
190,-8,-2016,-400,-29,-56,-35
195,0,-1992,-360,-11,-33,-47
200,24,-1984,-328,5,-6,-59
205,32,-1968,-336,20,26,-69
210,64,-1992,-296,31,61,-77
215,80,-1952,-280,41,99,-85
220,96,-1976,-288,45,134,-89
225,104,-1976,-280,43,169,-92
230,128,-1984,-272,34,199,-93
235,104,-1984,-288,19,226,-92
240,72,-1976,-304,0,247,-89
245,32,-2000,-336,-21,265,-83
250,0,-1992,-328,-45,280,-77
255,-8,-1968,-424,-69,287,-71
260,-72,-1984,-400,-90,285,-63
265,-112,-1952,-432,-109,278,-54
270,-168,-1952,-408,-122,265,-47
275,-200,-1968,-432,-131,248,-43
280,-256,-1944,-464,-137,231,-40
285,-256,-1968,-440,-144,212,-35
290,-288,-1968,-488,-149,194,-31
295,-320,-1960,-456,-154,172,-27
300,-296,-1952,-456,-156,154,-25
305,-288,-1960,-512,-161,137,-23
310,-264,-1976,-488,-162,126,-20
315,-248,-1960,-528,-164,113,-17
320,-232,-1952,-504,-166,103,-13
325,-192,-1952,-520,-167,95,-12
330,-168,-1936,-512,-167,86,-10
335,-152,-1920,-488,-165,79,-4
340,-136,-1904,-488,-161,77,0
345,-144,-1904,-536,-158,78,6
350,-80,-1848,-576,-158,81,16
355,-72,-1856,-512,-163,90,25
360,-88,-1840,-528,-168,101,34
365,-32,-1800,-504,-173,111,42
370,-48,-1784,-504,-181,117,49
375,-32,-1800,-496,-190,122,58
380,-32,-1808,-520,-199,127,67
385,-16,-1848,-472,-204,132,73
390,-32,-1880,-464,-206,136,77
395,-24,-1928,-496,-205,140,84
400,-48,-1960,-480,-210,142,92
405,0,-2016,-504,-223,144,97
410,-8,-2040,-464,-243,147,99
415,0,-2088,-488,-266,147,99
420,8,-2096,-512,-284,148,95
425,8,-2112,-472,-295,148,88
430,48,-2128,-504,-296,150,81
435,32,-2112,-544,-296,154,76
440,72,-2112,-568,-296,159,69
445,88,-2120,-536,-299,166,66
450,72,-2064,-544,-303,176,57
455,80,-2104,-496,-302,188,49
460,120,-2064,-472,-296,197,38
465,136,-2072,-424,-276,204,26
470,120,-2040,-344,-246,208,13
475,160,-2056,-272,-208,206,0
480,208,-2072,-288,-173,204,-9
485,184,-2088,-256,-146,199,-17
490,168,-2112,-240,-128,198,-20
495,144,-2088,-240,-118,196,-21
500,120,-2096,-192,-114,191,-21
505,88,-2080,-200,-111,179,-22
510,32,-2088,-160,-110,160,-20
