timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,240,-1816,-584,-192,-326,-326
5,224,-1824,-560,-190,-332,-322
10,216,-1824,-552,-188,-343,-320
15,208,-1840,-544,-181,-352,-312
20,192,-1848,-520,-172,-363,-305
25,184,-1800,-536,-163,-376,-300
30,184,-1848,-512,-152,-391,-290
35,112,-1840,-512,-139,-403,-284
40,168,-1848,-520,-126,-418,-273
45,128,-1824,-496,-115,-431,-265
50,128,-1816,-496,-104,-444,-256
55,152,-1840,-472,-92,-455,-246
60,128,-1816,-472,-84,-468,-237
65,136,-1816,-496,-78,-478,-228
70,128,-1816,-504,-70,-489,-217
75,136,-1808,-520,-62,-499,-208
80,160,-1768,-480,-53,-511,-197
85,184,-1800,-480,-45,-521,-186
90,176,-1784,-472,-35,-531,-172
95,200,-1808,-504,-25,-542,-160
100,224,-1792,-472,-17,-553,-151
105,200,-1776,-472,-8,-562,-142
110,200,-1768,-464,-1,-569,-132
115,176,-1784,-464,5,-578,-122
120,200,-1784,-472,12,-584,-112
125,208,-1752,-464,22,-588,-100
130,176,-1760,-480,28,-594,-91
135,208,-1752,-480,33,-598,-81
140,184,-1760,-464,32,-603,-76
145,160,-1752,-496,28,-608,-71
150,176,-1792,-456,21,-616,-69
155,136,-1800,-440,11,-627,-64
160,136,-1824,-472,2,-639,-59
165,104,-1864,-448,-5,-653,-53
170,88,-1896,-384,-8,-666,-46
175,88,-1912,-376,-6,-678,-43
180,72,-1960,-368,2,-688,-41
185,40,-1968,-432,15,-695,-36
190,64,-1992,-400,33,-697,-36
195,96,-2032,-424,49,-694,-35
200,96,-2032,-456,65,-690,-37
205,144,-2040,-488,78,-684,-42
210,200,-2064,-504,87,-681,-45
215,184,-2040,-472,94,-680,-50
220,232,-2048,-440,102,-679,-54
225,232,-2080,-400,113,-681,-59
230,216,-2064,-416,126,-682,-60
235,216,-2056,-344,141,-686,-63
240,216,-2080,-368,158,-687,-65
245,184,-2080,-352,177,-684,-65
250,160,-2072,-328,197,-678,-69
255,168,-2072,-328,219,-672,-73
260,144,-2048,-312,242,-664,-78
265,136,-2056,-280,263,-657,-82
270,136,-2048,-248,286,-651,-85
275,136,-2064,-224,307,-648,-90
280,96,-2040,-168,323,-653,-97
285,136,-2040,-144,337,-659,-100
290,136,-2032,-168,357,-658,-88
295,96,-1968,-152,370,-666,-78
