timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,72,-1976,224,-67,-67,38
5,64,-1984,176,-66,-67,37
10,56,-1968,200,-65,-66,36
15,40,-1944,224,-65,-66,33
20,64,-1952,208,-65,-67,32
25,72,-1928,224,-65,-70,29
30,48,-1928,240,-66,-72,27
35,48,-1936,216,-66,-73,24
40,56,-1952,248,-63,-77,23
45,40,-1960,240,-62,-77,21
50,24,-1960,240,-58,-76,20
55,16,-1952,224,-55,-76,21
60,32,-1976,256,-52,-77,20
65,16,-1968,240,-50,-77,20
70,0,-1960,224,-50,-75,21
75,88,-1960,352,-48,-74,24
80,16,-1976,264,-48,-71,25
85,16,-1976,216,-47,-67,28
90,32,-2000,208,-46,-62,29
95,16,-1992,248,-44,-57,29
100,8,-1976,224,-47,-52,31
105,40,-1992,232,-46,-48,33
110,40,-1976,224,-46,-45,36
115,48,-1968,208,-50,-41,36
120,40,-1984,216,-50,-40,38
125,32,-1976,208,-52,-39,39
130,48,-1968,248,-53,-37,38
135,48,-1976,224,-54,-36,37
140,64,-1976,232,-55,-37,36
145,56,-1960,248,-57,-37,37
150,40,-1952,208,-58,-37,37
155,56,-1976,208,-59,-37,36
160,56,-1960,248,-59,-39,36
165,40,-1944,224,-59,-39,35
170,32,-1944,224,-56,-39,34
175,64,-1960,256,-56,-38,32
180,32,-1952,216,-55,-38,31
185,32,-1952,224,-54,-37,31
190,48,-1944,232,-52,-35,29
195,48,-1960,232,-50,-33,27
200,24,-1960,224,-46,-30,26
205,16,-1968,224,-45,-29,26
210,48,-1976,232,-41,-28,25
215,40,-1960,160,-39,-27,22
220,56,-1976,216,-38,-27,22
225,48,-1960,200,-38,-26,21
230,24,-1968,176,-39,-27,21
235,32,-1952,192,-39,-30,21
240,40,-1976,200,-41,-33,21
245,40,-1968,168,-42,-35,21
250,32,-1976,192,-46,-38,19
255,40,-1952,224,-49,-41,20
260,40,-1968,192,-51,-43,21
265,24,-1968,200,-54,-43,21
270,40,-1984,200,-54,-44,20
275,16,-1928,208,-52,-45,21
280,24,-1952,232,-50,-48,22
285,24,-1952,224,-48,-51,23
290,32,-1976,216,-46,-53,27
295,40,-1968,192,-45,-55,28
300,24,-1952,216,-42,-58,29
305,40,-1976,232,-42,-59,29
310,16,-1960,192,-42,-60,30
