timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,496,-1808,-784,249,-592,-279
5,480,-1832,-816,245,-593,-257
10,408,-1768,-856,235,-596,-231
15,376,-1792,-824,220,-595,-210
20,288,-1760,-832,205,-592,-191
25,280,-1784,-816,187,-589,-174
30,248,-1768,-768,172,-586,-162
35,184,-1744,-744,160,-582,-155
40,152,-1728,-752,149,-577,-151
45,112,-1720,-744,141,-570,-148
50,104,-1720,-720,135,-563,-150
55,96,-1688,-720,128,-558,-152
60,64,-1680,-720,123,-555,-153
65,56,-1664,-712,116,-558,-156
70,64,-1680,-704,111,-561,-159
75,56,-1656,-720,111,-566,-161
80,64,-1648,-704,109,-575,-167
85,40,-1664,-776,108,-579,-172
90,32,-1656,-776,110,-581,-181
95,40,-1688,-784,108,-580,-195
100,24,-1688,-760,108,-576,-207
105,24,-1688,-776,103,-568,-219
110,24,-1736,-744,96,-559,-229
115,16,-1744,-752,88,-550,-238
120,16,-1760,-752,79,-543,-245
125,56,-1760,-760,77,-533,-249
130,32,-1752,-744,78,-523,-251
135,56,-1728,-744,83,-515,-251
140,48,-1728,-776,91,-507,-249
145,56,-1704,-768,99,-501,-248
150,72,-1712,-776,103,-499,-247
155,80,-1688,-776,103,-499,-249
160,80,-1696,-792,98,-501,-251
165,80,-1712,-800,88,-503,-253
170,88,-1712,-768,74,-504,-256
175,40,-1720,-752,62,-506,-256
180,40,-1784,-736,49,-509,-259
185,-32,-1752,-728,40,-513,-259
190,24,-1832,-752,36,-517,-260
195,24,-1824,-736,37,-521,-260
200,24,-1904,-760,41,-521,-259
205,32,-1888,-768,49,-520,-260
210,32,-1896,-752,61,-515,-260
215,48,-1928,-776,72,-509,-261
220,88,-1968,-752,86,-502,-262
225,80,-1976,-784,98,-496,-261
230,96,-1944,-768,110,-491,-259
235,72,-1992,-784,117,-486,-258
240,88,-1992,-760,121,-485,-252
245,64,-2000,-800,122,-485,-245
250,56,-2016,-800,123,-489,-237
255,72,-2024,-800,123,-497,-227
260,56,-2024,-792,123,-509,-216
265,56,-2032,-768,127,-523,-208
270,24,-2024,-744,134,-536,-202
275,32,-2032,-736,144,-549,-197
280,16,-2048,-800,153,-559,-195
285,32,-2008,-736,162,-566,-195
290,16,-1992,-744,170,-569,-199
295,48,-1976,-776,176,-568,-208
300,24,-1944,-752,181,-563,-216
305,32,-1912,-712,186,-556,-225
310,40,-1880,-760,189,-546,-237
315,48,-1832,-752,188,-535,-247
320,56,-1808,-752,183,-520,-256
325,80,-1800,-760,177,-509,-266
330,72,-1744,-720,170,-498,-276
335,136,-1760,-704,160,-487,-285
340,120,-1728,-744,151,-473,-295
345,160,-1688,-720,141,-459,-304
350,216,-1712,-664,133,-446,-311
355,224,-1672,-696,123,-433,-318
360,248,-1648,-696,114,-421,-320
365,272,-1632,-728,100,-410,-318
370,312,-1616,-704,84,-399,-317
375,336,-1616,-696,65,-391,-313
380,328,-1616,-680,46,-385,-308
385,384,-1608,-688,26,-384,-301
390,392,-1608,-696,5,-387,-292
395,400,-1608,-696,-15,-392,-283
400,384,-1696,-656,-30,-399,-278
405,400,-1672,-656,-39,-412,-272
410,408,-1688,-640,-43,-425,-265
415,416,-1712,-648,-44,-440,-260
420,392,-1728,-672,-45,-453,-255
425,392,-1768,-696,-47,-462,-252
430,400,-1784,-688,-51,-467,-251
435,400,-1808,-720,-57,-474,-252
440,384,-1840,-712,-64,-481,-257
445,376,-1856,-752,-72,-492,-262
450,368,-1904,-752,-76,-501,-265
455,360,-1912,-744,-80,-504,-267
460,376,-1968,-816,-87,-503,-268
465,384,-1960,-896,-96,-496,-267
470,384,-1960,-920,-112,-485,-270
475,352,-1960,-928,-130,-470,-271
480,408,-2008,-952,-146,-450,-272
485,384,-1992,-936,-157,-428,-273
490,432,-2032,-936,-160,-406,-271
495,440,-2008,-936,-152,-384,-268
500,480,-2000,-896,-137,-364,-265
505,504,-2024,-864,-117,-345,-264
510,448,-2032,-880,-98,-326,-263
515,472,-2016,-848,-82,-311,-263
520,456,-1992,-808,-70,-301,-265
525,440,-1968,-784,-63,-299,-267
530,456,-1992,-808,-63,-301,-269
535,400,-1936,-784,-71,-303,-269
540,392,-1952,-776,-78,-305,-273
545,368,-1952,-760,-82,-307,-274
550,328,-1928,-784,-86,-310,-275
555,312,-1872,-744,-88,-312,-278
560,264,-1888,-768,-91,-317,-280
565,248,-1912,-752,-96,-321,-280
570,208,-1832,-744,-99,-327,-281
575,176,-1816,-712,-107,-333,-283
580,160,-1808,-728,-114,-338,-285
585,160,-1800,-672,-125,-346,-292
590,120,-1768,-712,-140,-355,-298
595,120,-1784,-664,-160,-365,-305
600,88,-1792,-696,-181,-375,-313
605,88,-1760,-656,-205,-387,-321
610,80,-1760,-648,-226,-398,-330
615,88,-1728,-648,-245,-408,-341
620,80,-1752,-632,-260,-419,-353
625,104,-1752,-672,-271,-432,-364
630,72,-1752,-648,-278,-446,-375
635,72,-1760,-632,-283,-463,-384
640,56,-1760,-600,-284,-482,-391
645,72,-1736,-632,-285,-501,-396
650,24,-1728,-576,-288,-521,-398
655,56,-1712,-608,-294,-541,-400
660,40,-1688,-608,-301,-563,-397
665,40,-1664,-624,-311,-586,-395
670,80,-1656,-592,-326,-608,-388
675,128,-1648,-664,-340,-631,-381
680,72,-1664,-608,-350,-650,-377
685,88,-1656,-624,-359,-668,-374
690,120,-1648,-608,-368,-686,-370
695,112,-1640,-600,-376,-703,-371
700,128,-1656,-632,-377,-718,-375
705,120,-1656,-640,-376,-730,-379
710,144,-1672,-616,-370,-742,-382
715,152,-1696,-616,-362,-752,-384
720,144,-1688,-584,-351,-761,-391
725,160,-1736,-568,-342,-767,-395
730,136,-1728,-592,-338,-772,-398
735,152,-1720,-560,-334,-776,-401
740,120,-1784,-568,-330,-777,-402
745,136,-1784,-552,-321,-776,-407
750,128,-1808,-584,-304,-770,-410
755,136,-1832,-560,-283,-760,-411
760,160,-1840,-568,-254,-750,-413
765,168,-1864,-576,-220,-740,-417
770,184,-1904,-568,-177,-731,-415
775,176,-1880,-528,-127,-724,-411
780,216,-1928,-544,-73,-719,-411
785,208,-1976,-512,-17,-718,-410
790,168,-1984,-504,37,-720,-409
795,168,-1992,-448,87,-726,-407
800,152,-2000,-456,135,-737,-403
805,112,-1992,-456,175,-748,-400
810,120,-2024,-464,209,-758,-396
815,88,-1992,-416,238,-771,-390
820,80,-2032,-424,261,-777,-381
825,64,-2032,-424,278,-782,-371
830,24,-2032,-448,296,-781,-359
835,16,-2064,-416,311,-776,-344
840,0,-2040,-424,323,-766,-330
845,16,-2064,-440,336,-752,-320
850,56,-2064,-408,350,-740,-303
855,96,-2056,-456,364,-722,-280
860,136,-2056,-456,382,-696,-261
865,184,-2048,-448,402,-667,-247
870,184,-2048,-448,421,-638,-231
875,200,-2016,-472,439,-612,-221
880,256,-2024,-552,445,-592,-210
885,312,-2008,-696,434,-576,-206
890,344,-2000,-824,399,-561,-213
895,424,-1992,-944,338,-542,-228
900,464,-2048,-1088,254,-512,-250
905,544,-2112,-1216,159,-459,-273
910,608,-2200,-1264,72,-381,-299
915,672,-2312,-1312,8,-282,-326
920,720,-2336,-1304,-27,-171,-356
925,744,-2384,-1272,-38,-57,-382
930,784,-2448,-1184,-31,56,-405
935,744,-2528,-1096,-8,163,-418
940,608,-2528,-1008,26,260,-413
945,544,-2552,-912,78,323,-390
950,480,-2568,-904,139,350,-360
955,408,-2536,-912,206,339,-321
960,320,-2480,-904,277,297,-274
