timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,104,-1616,-1104,44,16,-10
5,112,-1648,-1112,46,17,-12
10,120,-1648,-1112,46,17,-10
15,128,-1624,-1128,47,17,-9
20,112,-1640,-1096,48,16,-10
25,96,-1632,-1112,50,18,-9
30,88,-1624,-1096,51,19,-9
35,112,-1624,-1128,50,18,-10
40,96,-1640,-1144,51,19,-10
45,96,-1624,-1104,50,20,-10
50,96,-1616,-1144,49,22,-9
55,88,-1632,-1096,47,22,-10
60,88,-1624,-1120,47,21,-10
65,104,-1632,-1104,47,22,-10
70,120,-1616,-1088,46,22,-9
75,112,-1592,-1120,46,21,-8
80,112,-1640,-1144,46,21,-7
85,120,-1608,-1096,46,21,-9
90,104,-1616,-1136,46,21,-9
95,88,-1616,-1128,46,20,-8
100,96,-1616,-1136,47,19,-7
105,104,-1624,-1096,47,20,-8
110,88,-1616,-1128,45,20,-8
115,112,-1624,-1096,45,20,-9
120,64,-1592,-1128,44,20,-11
125,96,-1616,-1112,43,18,-11
130,72,-1624,-1120,43,17,-12
135,96,-1608,-1144,43,17,-15
140,112,-1648,-1128,45,16,-15
145,96,-1608,-1112,48,15,-16
150,96,-1624,-1168,51,13,-15
155,120,-1624,-1152,53,12,-15
160,104,-1616,-1120,54,12,-14
165,128,-1624,-1144,54,12,-12
170,112,-1608,-1168,52,12,-11
175,96,-1600,-1136,50,14,-10
180,144,-1616,-1128,48,13,-9
185,104,-1648,-1128,47,15,-8
190,120,-1632,-1144,45,15,-8
195,112,-1624,-1104,43,16,-8
200,120,-1624,-1104,43,17,-8
205,112,-1640,-1128,44,18,-9
210,88,-1632,-1088,44,18,-9
215,104,-1632,-1136,46,19,-9
220,104,-1624,-1112,49,19,-9
225,104,-1648,-1152,50,18,-10
230,112,-1616,-1128,52,18,-10
235,96,-1608,-1104,52,19,-10
240,72,-1616,-1088,53,21,-10
245,128,-1632,-1104,55,20,-9
250,112,-1632,-1152,54,21,-9
255,96,-1616,-1136,55,21,-9
260,128,-1624,-1096,55,21,-8
265,104,-1632,-1136,55,20,-8
270,120,-1632,-1128,55,19,-8
275,112,-1624,-1120,55,19,-8
280,96,-1608,-1112,55,19,-6
285,88,-1600,-1104,55,19,-7
290,96,-1608,-1168,55,17,-7
295,120,-1592,-1136,53,18,-7
300,104,-1616,-1128,52,17,-7
305,80,-1624,-1128,53,17,-7
310,112,-1632,-1120,53,17,-7
315,104,-1624,-1152,52,16,-6
320,104,-1608,-1128,53,14,-5
325,104,-1616,-1136,53,13,-5
330,120,-1608,-1136,52,15,-6
335,96,-1632,-1112,53,15,-6
340,104,-1656,-1136,52,14,-7
345,112,-1616,-1120,51,13,-8
350,72,-1560,-1120,51,14,-8
355,104,-1616,-1128,51,15,-7
360,120,-1640,-1120,52,13,-7
365,96,-1616,-1128,51,12,-8
370,112,-1640,-1120,51,10,-10
375,104,-1600,-1120,52,9,-8
380,96,-1608,-1104,52,9,-8
385,104,-1608,-1088,53,8,-10
390,104,-1640,-1112,53,9,-11
395,112,-1616,-1088,52,7,-13
400,128,-1632,-1120,55,6,-10
405,120,-1664,-1072,57,5,-11
410,112,-1624,-1128,56,5,-11
415,112,-1600,-1120,56,4,-13
420,112,-1640,-1144,55,3,-12
425,112,-1648,-1112,53,2,-12
430,96,-1600,-1104,51,3,-13
435,104,-1624,-1112,50,1,-13
440,112,-1608,-1136,49,2,-13
445,112,-1616,-1144,48,3,-13
450,144,-1640,-1136,47,3,-13
455,120,-1640,-1112,46,3,-12
460,160,-1624,-1112,45,4,-12
465,112,-1624,-1160,45,4,-13
470,96,-1624,-1128,43,5,-11
475,120,-1640,-1128,41,6,-11
480,128,-1624,-1120,40,7,-13
485,144,-1616,-1128,37,7,-12
490,128,-1640,-1112,36,8,-12
495,104,-1616,-1136,35,9,-11
500,136,-1632,-1120,34,12,-12
505,120,-1608,-1128,33,12,-13
510,120,-1640,-1144,31,11,-14
515,80,-1648,-1104,30,13,-12
520,104,-1616,-1152,30,13,-12
525,112,-1616,-1104,29,12,-13
530,112,-1616,-1136,28,13,-13
535,112,-1616,-1112,27,12,-14
540,112,-1624,-1128,25,12,-13
545,120,-1600,-1144,25,11,-12
550,120,-1640,-1136,23,12,-11
555,120,-1648,-1104,22,11,-11
560,104,-1600,-1120,21,11,-11
565,104,-1640,-1168,21,9,-11
570,104,-1640,-1120,20,9,-11
575,120,-1632,-1160,20,9,-11
580,96,-1616,-1128,21,9,-12
585,104,-1616,-1128,21,7,-13
590,104,-1608,-1128,21,5,-13
595,96,-1624,-1128,21,4,-13
600,104,-1608,-1128,22,3,-13
